GeneASymbol	GeneBSymbol
SOS2	TRAPPC6B
RBCK1	TRIB3
GDE1	TRIM23
TAF9	TRIM23
LUC7L2	TRIM24
GPATCH1	TRIM28
LIG1	TRIM28
PNKP	TRIM28
ST14	TRIM29
BIN3	TRIM35
PPP3CC	TRIM35
TRIM41	ZFP62
TRIM52	ZFP62
PLXNB2	TRIOBP
GIGYF2	TRIP12
SPAG5	TRIP13
PLOD3	TRIP6
ATP13A1	TRMT1
TNPO2	TRMT1
ADAT2	TRMT11
HDAC2	TRMT11
RNF139	TRMT12
MNAT1	TRMT5
DNAJC8	TRNAU1AP
TRNT1	TSEN2
ARID4B	TROVE2
LUC7L2	TRRAP
MRRF	TRUB2
E4F1	TSC2
STUB1	TSC2
TSC2	ZNF500
MRPL12	TSEN54
SENP2	TSN
TSN	XRCC5
LIN9	TSNAX
CLDN4	TSPAN13
FOXA1	TSPAN13
PYCRL	TSTA3
SLC39A4	TSTA3
ELF3	TSTD1
PHF2	TSTD2
DERL1	TTC35
TAF9	TTC37
EHMT1	TTF1
C14orf1	TTLL5
CBX5	TUBA1A
CRIM1	TUBB6
COIL	TUBD1
BRCA2	TUBGCP3
RTF1	TUBGCP5
EDN1	TUFT1
ELF3	TUFT1
MAL2	TUFT1
SF1	TUT1
DNAJC8	TXLNA
TXNDC16	UBR7
ATP13A1	TYK2
RANBP3	TYK2
RAVER1	TYK2
THOC1	TYMS
ATXN7	UBA3
UBA52	ZNF101
LARP7	UBA6
DNTTIP1	UBE2C
ECT2	UBE2C
NCAPD2	UBE2C
ARPC1A	UBE2H
IFRD1	UBE2H
TRIM28	UBE2M
SCYL2	UBE2N
UBE2N	ZDHHC17
RECQL5	UBE2O
UBE2O	UBTF
UBE2O	USP36
PYGO2	UBE2Q1
CCNE2	UBE2T
MTFR1	UBE2V2
IKBKG	UBL4A
DNASE1L2	UBN1
E4F1	UBN1
UBN1	USP7
UBN1	ZNF500
CNOT4	UBN2
UBN2	ZNF212
BAG3	UBTD1
DNAJC10	UBXN4
MSL2	UBXN7
ADSS	UCHL5
HRSP12	UCHL5
RAB3GAP2	UCHL5
TAF5L	UCHL5
CTTN	UEVLD
UBE2Q1	UFC1
C5orf45	UIMC1
MRPS22	UMPS
TFDP1	UPF3A
UPF3B	ZNF280C
LGALS3	UPP1
MET	UPP1
ACO2	UQCR10
RNF126	UQCR11
MAPRE1	UQCRC2
G3BP2	USO1
LRRC40	USP1
PPIH	USP1
RFC4	USP1
SNRNP40	USP1
STIL	USP1
NDUFS2	USP21
USP34	ZNF638
GGA3	USP36
SP3	USP37
USP42	ZNF12
DNAJC8	USP48
THUMPD1	USP7
USP7	ZNF500
PPIH	UTP11L
TAF9	UTP15
NME1	UTP18
NME2	UTP18
DSCC1	UTP23
UBR5	UTP23
AATF	UTP6
PHF6	VBP1
RBMX2	VBP1
VHL	WDR48
PTPRA	VPS16
THYN1	VPS26B
MAN2C1	VPS33B
ABCB9	VPS37B
NARFL	VPS4A
PYGO2	VPS72
SCNM1	VPS72
MTA1	VRK1
PAPOLA	VRK1
TOPBP1	VRK1
SMAGP	VSIG10
PCMT1	VTA1
TMED10	VTI1B
RBM17	WAC
KIF20B	WAPAL
FAM48A	WBP4
CETN2	WBP5
EXOC5	WDHD1
GMNN	WDHD1
ADD1	WDR1
NDUFS7	WDR18
POLR2E	WDR18
PAPOLA	WDR20
RMND5A	WDR33
CHD1	WDR36
UBE2A	WDR44
WDR46	ZBTB9
EHMT1	WDR5
SEC11A	WDR61
PRPF19	WDR74
DUT	WDR76
MED26	WDR83
NFATC2IP	WDR90
VDAC3	WHSC1L1
TMUB2	WIPF2
CNOT7	WRN
ADAT2	WTAP
CPNE3	WWP1
TNFRSF1A	WWTR1
MSH2	XPO1
WBP11	XPO1
CDK8	XPO4
SLC25A15	XPO4
SLC29A1	XPO5
ATP6V1B2	XPO7
COPS5	XPO7
DDIT3	XPOT
LIG1	XRCC1
MSL2	XRN1
NFYB	YEATS4
PNO1	YIPF4
AP3B1	YIPF5
CLINT1	YIPF5
GDE1	YIPF5
PRKAA1	YIPF5
RAD17	YIPF5
YAF2	YIPF5
DCAF5	YLPM1
TDP1	YLPM1
ACBD5	YME1L1
ATP5C1	YME1L1
MLLT10	YME1L1
ELF2	YTHDC1
CETN3	YTHDC2
GIN1	YTHDC2
HNRNPR	YTHDF2
SLC25A33	YTHDF2
RALGAPB	YWHAB
TAB2	YWHAE
ARPC5	YWHAZ
HRSP12	YWHAZ
POLR2K	YWHAZ
PAPOLA	YY1
ASH1L	YY1AP1
GIMAP1	ZAN
GTPBP1	ZBED4
PARP1	ZBED4
SREBF2	ZBED4
EXOC5	ZBTB1
DNAJC8	ZBTB17
PPP1R10	ZBTB22
RXRB	ZBTB22
TJAP1	ZBTB22
ZBTB33	ZNF280C
TOM1L2	ZBTB4
ZBTB44	ZNF202
PPP2R5E	ZC3H14
NCL	ZC3H15
PRKRA	ZC3H15
MON1B	ZC3H18
RECQL4	ZC3H3
MATR3	ZCCHC10
PTBP2	ZCCHC11
VIM	ZCCHC24
BRAP	ZCCHC8
OCRL	ZDHHC9
HRSP12	ZFAND1
UBE2W	ZFAND1
TERF2IP	ZFP1
ZFP28	ZFP30
ZFP30	ZNF470
ZFP30	ZNF567
ZFP28	ZFP82
ZFP82	ZNF583
KRIT1	ZKSCAN1
TRIM27	ZKSCAN4
ZC3HC1	ZKSCAN5
ZKSCAN5	ZNF655
PTBP2	ZMYM4
GTF3C5	ZMYND19
ZNF100	ZNF420
MED26	ZNF101
RFXANK	ZNF101
EZH2	ZNF107
FLVCR1	ZNF124
MDM4	ZNF124
ZNF134	ZNF256
ZNF134	ZNF419
NCL	ZNF142
POLR1B	ZNF142
ZNF155	ZNF223
ZNF16	ZNF696
HMGN4	ZNF184
ZNF200	ZNF263
ZNF212	ZNF282
HDHD2	ZNF24
ZNF254	ZNF430
ZNF254	ZNF91
ZNF256	ZNF416
THOC6	ZNF263
USP7	ZNF263
HDHD2	ZNF271
TXNL1	ZNF271
EZH2	ZNF273
HNRNPA2B1	ZNF273
REPIN1	ZNF282
SENP6	ZNF292
ZNF256	ZNF304
AKAP8L	ZNF317
UPF1	ZNF317
ZNF320	ZNF701
MZF1	ZNF324
ZNF324	ZNF444
ZNF329	ZNF829
SRRT	ZNF335
TNFRSF6B	ZNF335
ZNF335	ZNF611
NAPB	ZNF337
MLLT10	ZNF33A
ZNF33A	ZNF37A
ZFP14	ZNF345
ZFP82	ZNF347
ZNF347	ZNF701
ZNF347	ZSCAN18
MLLT10	ZNF37A
HDHD2	ZNF397
EZH2	ZNF398
NRF1	ZNF398
REPIN1	ZNF398
ZNF398	ZNF786
RTTN	ZNF407
ZNF415	ZSCAN18
ZNF416	ZNF419
SAE1	ZNF428
ZNF43	ZSCAN18
ZNF444	ZNF574
ZNF444	ZNF611
CCDC12	ZNF445
CNOT10	ZNF445
WDR48	ZNF445
PRR14	ZNF48
ZNF493	ZNF91
FAM193B	ZNF500
ZNF263	ZNF500
ZNF506	ZNF91
PHF2	ZNF510
ZNF189	ZNF510
ZNF528	ZSCAN18
ZNF416	ZNF548
ZNF551	ZNF8
ZNF235	ZNF566
ZNF566	ZNF780B
ZFP28	ZNF568
ZNF470	ZNF568
ZNF568	ZNF583
ZFP28	ZNF569
ZNF331	ZNF569
ZNF470	ZNF569
ZNF569	ZNF583
ZFP28	ZNF570
ZNF570	ZNF583
ZNF567	ZNF573
LIG1	ZNF574
SAE1	ZNF576
ZNF574	ZNF580
C19orf48	ZNF581
TRIM28	ZNF581
ZFP28	ZNF582
ZNF542	ZNF582
SIN3A	ZNF592
ZNF256	ZNF606
ZNF419	ZNF606
ARIH1	ZNF609
ZNF528	ZNF610
ZNF610	ZNF71
ZNF610	ZNF829
ZNF611	ZNF701
ZNF611	ZNF83
TBCCD1	ZNF639
CCDC76	ZNF644
GPBP1L1	ZNF644
MIER1	ZNF644
PTBP2	ZNF644
RBMXL1	ZNF644
RAVER1	ZNF653
ZNF665	ZNF701
ZNF665	ZNF91
ZNF669	ZNF678
ZNF420	ZNF682
ITGB3BP	ZNF684
PPIH	ZNF684
STIL	ZNF684
CD2BP2	ZNF688
PRR14	ZNF688
MAZ	ZNF689
HSF1	ZNF696
COMMD5	ZNF7
HRSP12	ZNF7
MRPL13	ZNF7
POLR2K	ZNF7
RNF139	ZNF7
EZH2	ZNF708
ZNF101	ZNF708
ZNF430	ZNF708
ZNF566	ZNF708
ZNF708	ZNF91
ZNF420	ZNF71
ZNF212	ZNF746
EZH2	ZNF767
ZNF212	ZNF767
SETD1A	ZNF768
ZNF264	ZNF776
ZNF282	ZNF777
ZNF235	ZNF780B
ZNF780A	ZNF780B
EZH2	ZNF786
PAXIP1	ZNF786
ZNF212	ZNF786
TRIM28	ZNF787
KRIT1	ZNF789
ZFP28	ZNF829
ZNF470	ZNF829
ZNF583	ZNF829
ZNF701	ZNF83
ZNF880	ZSCAN18
PLOD3	ZNHIT1
TAF8	ZNRD1
PTBP2	ZRANB2
RNPC3	ZRANB2
DNTTIP1	ZSWIM1
CCNB2	ZWILCH
MKI67	ZWINT
SUV39H2	ZWINT
ARHGAP33	PKMYT1
AURKB	CKS1B
BUB1B	SKP2
CDC25C	MCM7
CDK1	STIL
CENPA	RFC5
CHAF1B	INCENP
CPSF6	RAD54L
DEPDC1	RAD51AP1
FANCD2	TMPO
DTL	FANCI
KIAA0101	SNRPA
KIF11	TYMS
CPSF6	KIF15
CDCA7	KNTC1
ARHGAP11A	MCM10
MDC1	TROAP
NCAPD3	UBE2C
CKAP5	NCAPG
CKS1B	NCAPG
PLK4	UBE2T
CEP152	POLA2
RFC4	TOP2A
EVPL	S100P
SPAG5	ZWINT
CKS1B	STIL
NEIL3	TTK
CCNF	TYMS
KIF2C	WDR76
CDC25A	CENPM
TPX2	WDHD1
BRCA1	EXO1
CDC25C	NDC80
CDCA2	INCENP
CENPF	CEP152
GIPC1	KRT80
KIAA0101	SMC4
KIFC1	NCAPD2
LMNB1	MCM3
MCM3	RFC4
MLF1IP	RRM2
NEIL3	SMC4
DLGAP5	PBK
PLK4	SKP2
PSMC3	PTK2
AURKB	SNRPA
BLM	RFC4
BLM	TOPBP1
CCNA2	NCAPG2
CDC20	CEP152
CDC7	CENPA
CHAF1B	FEN1
CHAF1B	TPX2
EHMT2	TROAP
BUB1	FANCI
CPSF1	KHSRP
CENPA	KIF18A
MLF1IP	SKP2
CDC7	MND1
CENPI	NCAPG
NCAPG	NCAPG2
PDSS1	RAD51
CENPN	PLK4
MCM2	PLK4
PSMC3	YWHAZ
ESPL1	STMN1
KIAA0101	STMN1
STMN1	TOP2A
MCM7	TTK
PKMYT1	WDR62
SGOL1	ZWINT
CDCA8	FAM64A
NUDT1	TTK
CCNB1	CDKN3
CDC25C	PLK4
CDCA8	PKMYT1
CENPE	RAD51AP1
CEP55	SPAG5
DLGAP5	MCM6
CENPO	FBXO5
FEN1	HELLS
CKS1B	KIF2C
CENPA	KNTC1
MAD2L1	MCM2
FANCG	MCM10
MCM2	MLF1IP
HNRNPA2B1	NCAPG
CENPI	NUSAP1
DSCC1	NUSAP1
LIG1	RAD51
RAD51	TOP2A
RAD51AP1	RAD54L
FEN1	RRM2
ARFGAP1	STRN4
MXD3	SUV39H1
RAD51AP1	TACC3
SKP2	ZWINT
AURKB	ERCC6L
BLM	TIMELESS
AURKA	BUB1B
CCNA2	TOPBP1
CCNA2	CDC25C
CDCA3	RAD51
CENPE	TOPBP1
CENPM	STIL
CENPO	FEN1
CKS2	KIF14
FANCI	SKP2
KIAA0101	MCM3
KIF2C	RAD51AP1
MND1	TOPBP1
NCAPG	ZWINT
DTL	PRC1
FEN1	SPAG5
CENPA	STMN1
RAD51	TK1
STIL	ZWINT
CENPL	PLK4
CDC45	SMC2
CDC7	CENPF
CEP55	ECT2
DEPDC1	MELK
DNA2	EZH2
FEN1	KIF11
KIF20B	UBE2C
KIF2C	SMC2
CENPF	NDC80
NEK2	TPX2
KIAA0101	POLA2
OIP5	RNASEH2A
CCNB2	STMN1
CENPF	STMN1
PLK1	STMN1
AURKA	SUV39H1
NCAPG	TUBA1B
CDC20	ZWINT
BLM	MCM2
CCNA2	MCM2
CDC20	TK1
EZH2	POLA2
KIF2C	TIMELESS
CENPA	LMNB1
MCM10	SMC2
KIF20A	SMC2
STIL	TIMELESS
FOXM1	SUV39H1
AURKB	DEPDC1
AURKB	TK1
CDC20	PKMYT1
CDC20	TIMELESS
KIF15	WDR67
BIRC5	LIG1
BIRC5	STMN1
CENPF	TOP2A
FEN1	RECQL4
KIF23	PLK1
MCM10	RAD51
CDCA3	NCAPG
PKMYT1	STIL
PLK1	RAD54L
UBE2C	ZWINT
BLM	MCM6
CCNA2	POLA2
CDC45	TRIP13
CENPA	FEN1
CCNB2	DEPDC1
CENPF	DLGAP5
DONSON	TPX2
AURKA	TACC3
FEN1	KIF14
CENPF	NCAPG
EXO1	POLA2
KIF2C	PLK1
AKT1	CASP3
RAD51	TP53BP1
BRCA1	CHEK1
BCL2L11	MYC
H2AFX	TP53
BCL2L11	ERBB2
EGFR	MAPK1
PARP1	PARP2
PARP2	TIPARP
ATR	BRCA1
BRCA1	CHEK2
MLH1	PARP1
MLH1	TP53
JUN	PARP1
MAPK8	PARP1
ATM	PRKDC
EGFR	TP53
BRCA1	PRKDC
BRCA2	PRKDC
ATM	PIK3CA
ATM	MYC
ATM	CHEK2
ATR	CHEK2
CASP3	MTOR
CASP3	TP53
BCL2	BRAF
PARP1	STAT3
CDC25C	CHEK2
CASP3	CYCS
BCL2	PARP1
AKT1	TP53
PSMD9	TP53
ATR	BRCA2
BRCA2	CHEK1
ALK	EGFR
CCDC94	PRPF19
MYC	RAD51
DTYMK	TP53
CDK5	PARP1
PARP1	TP53BP1
EIF4E	HSPB2
ATM	HUS1
BRCA1	PRAM1
BRCA2	PRAM1
MMP14	MMP2
ALK	FGFR1
EGFR	FGFR1
CHEK2	MIA
GLS	TSC1
HSP90AA1	TSC1
RAD51	VDR
CHEK1	NHEJ1
FANCF	MAPK8
BLM	GATA3
AKT1	PPARA
BRCA1	TP53BP1
AKT1	KIAA1524
BCL2	MCL1
MYC	PROC
AKT1	PARP1
ATR	PIK3CA
ATM	MRE11A
NLRP2	PARP1
ATR	CHEK1
PARP1	PIK3CA
MYC	TP53
ATM	CHEK1
CHEK1	CHEK2
AKT1	PIK3CA
BRCA2	TIPARP
HSPA4	PRKDC
KRAS	MYC
CHEK1	RAD50
MYC	PIM1
ATR	PARP1
ATRX	SOD1
KDR	TP53
PDGFRB	TP53
AXIN1	WG
ATR	HUS1
MTOR	PIK3CA
CDKN2A	TP53
CARF	CDKN2A
BHD	SSH2
BCL2L1	SRC
ID1	ID3
BAG1	MYC
ESR1	PIK3CA
CASP3	CASP9
BCL2	BCL2L11
EIF4E	FGF2
ASPSCR1	SMARCB1
MAPK8	TP53
CASP8	CDC20
EIF5A	RAB1A
E2F3	RB1
ATAD5	RFC5
FEN1	SMPD2
HSP90AA1	TP53
E2F1	TAF1
CHEK1	MIA
PAK3	SGK2
MRC1	NR1H2
EGFR	PRKCA
IRF4	SPIB
FEN1	MRE11A
MCL1	MYC
MYC	PIM2
ATR	ERCC1
ATR	TP53BP1
ATR	XRCC1
BCL2	PLK1
MSH3	PRKDC
MDM2	TP53
GSK3B	TP53
BUB1B	CHEK1
SEMG1	SOD1
CASP8	PARP1
CHEK1	MLH1
MRE11A	TIPARP
EGR1	GDF15
BCL2L1	IAPP
ATM	RAD50
CDK6	MAP2K1
MAPK14	MAPK8
AKT1	TXNRD1
RBM5	TP53
CHEK1	MYC
BCL2L11	BMF
FLI1	SPINT2
FLI1	SUMO1
SPINT2	SUMO1
NFKB1	XIAP
AKT1	CUX1
PIM1	PLK1
EAF2	RBBP4
BCL2L1	XIAP
MCL1	XIAP
IGF1R	RPS6
KDR	PDGFRB
MRE11A	RAD50
BAX	BCL2
GINS1	GINS4
PIK3CA	PTEN
BRCA1	TIPARP
CASP8	CFLAR
CASP3	PARP1
BRCA2	RAD51
BAK1	BAX
CASP3	CASP8
MTOR	TP53
JUN	MAPK8
PARP1	TP53
ATM	BRCA2
RB1	TP53
EGFR	MET
MYC	PIK3CA
MYC	PRKDC
E2F1	TP53
EIF4E	MYC
ATR	TP53
AR	VAV3
CDKN1A	TP53
CTGF	MST1
FLT3	MAPK8
CASP8	MYC
DIABLO	XIAP
SMARCA2	SMARCA4
HDAC9	PLK1
ATR	MTOR
FOXF1	TP53
TIPARP	TP53
STK39	TCL1A
ATM	TP53
PNKP	PTPN6
CASP3	TIPARP
PIK3CA	PIK3CB
HSF1	TP53
BSG	CASP3
BCL2L11	CDK1
BSG	FN1
BCL2L11	EGFR
APEX1	ATM
CASP3	XIAP
PPP2R1A	PPP2R4
KRAS	RB1
AURKA	STAT3
MYC	TNFRSF10B
KRAS	TP53
LDHA	TP53
RAD51C	XRCC4
CREB1	MTOR
CEBPD	MYC
PSMD14	PSMD4
RITA1	TP53
TAF1	TBP
TAF12	TBP
CTNNB1	FLT1
KRAS	PRRT2
GNB2L1	MAPK8
GNB2L1	PRRT2
MAPK8	PRRT2
DUT	TYMS
BTK	IRF4
IRF7	SPIB
AKT1	SMAD4
BRCA1	CDK12
MYC	SMARCA4
FGFR3	ITGB3
NF2	PTK2
ABL1	STAT3
PARP1	XRCC4
BCL2L1	DPP4
MIR17HG	TP53
FLT3	KIT
ARID1A	EZH2
GLI1	MTOR
GLI1	PIK3CA
GLI2	MTOR
GLI2	PIK3CA
CDH1	MRGPRX4
CDKN1A	PARP1
CDKN1A	KRAS
CDKN1A	MYC
CDKN1A	PIK3CA
CDKN1A	VHL
AKT1	CDK4
CDK4	PIK3CA
AKT1	CDK6
CDK6	PIK3CA
ACVRL1	VHL
ROS1	STAT3
BLM	SOD1
CHEK2	SOD1
AIFM1	TIPARP
AKT1	MAPK8
AKT1	MAPK1
CSNK1E	TP53
CSNK1E	THOP1
CDKN1A	CHEK1
EGFR	FAS
PTEN	RAD51
AKT1	MTOR
FANCD2	FANCF
CASP3	TNF
SMAD4	TOB1
CASP8	FAT1
ATM	ATR
CDK6	DIRC2
DIRC2	MAP2K1
RARRES1	RPS3
KEAP1	TXNRD1
AKT1	KEAP1
CHEK1	PARP1
EIF4E	MTOR
RPS6KB1	TP53
JAK2	PIM1
CDK2	MYCN
EGFR	HDAC9
EGFR	KIAA1524
AKT1	EGFR
BCL2L11	MCL1
BRCA1	CCNE1
EGF	MAPK1
CUX1	PARP1
EGF	RPS6KA2
EGFR	RPS6KA2
MAPK1	RPS6KA2
HSF1	INS
SUZ12	ZMYM2
MYCN	NDRG1
DICER1	TP53
TIMM8A	TP53
PLK4	TP53
RPL36	RPS15
POLD1	RAD51
RAD51	RAD9A
RAD51	RELA
RAD51	XRCC2
POLD1	RELA
MYC	RAD51B
HRAS	KIT
BRAF	NRAS
BCL2	HERC5
BCL2	BIRC3
MYC	PSMD9
POLD1	POLR2A
POLR2A	WRAP53
EGFR	MTOR
CDK4	CDK6
EGFR	IGFBP3
CDK2	CDK4
CDK4	PARP1
CDK2	CDK6
BRCA1	XRCC2
BRAF	HRAS
BRAF	KRAS
MYC	RBBP8
ATM	BRCA1
CHEK1	MRE11A
BRCA1	EGFR
BRCA1	RAD51
MTOR	MYC
BRD4	MYC
BRCA2	TP53
MAP2K1	VHL
CDK6	VHL
PARP1	PTEN
BRCA1	PARP1
KRAS	PLK1
BRCA1	TP53
CHEK2	TP53
MAPKAPK2	TP53
FEN1	RAD54B
PLK1	TP53
CDK4	KRAS
SGK2	TP53
PAK3	TP53
AURKA	EGFR
AKT2	EGFR
EGFR	ERBB3
NAMPT	PARP1
CDK1	MYC
EIF4EBP1	MYC
CDK2	MYC
EGFR	PARP1
TP53	WEE1
ATM	PARP1
PARP1	RAD51
FBXW7	MYC
GSK3B	MYC
MAPK1	MYC
ATR	TP53
CHEK1	TP53
EGFR	STAT3
MST1R	RPS6
EGFR	KRAS
BRCA2	PARP1
